DATASET: mu1979.tsp
50233.3 87666.7
50250 87900
51550 87983.3
52216.7 87883.3
55983.3 87650
55250 85200
54366.7 82533.3
52916.7 82433.3
52750 82000
52250 81616.7
51266.7 80650
51250 80600
50200 81666.7
49850 81616.7
49683.3 81516.7
49566.7 81366.7
49550 81350
49283.3 81633.3
49350 82150
49300 82033.3
49283.3 81850
49250 81666.7
49133.3 81383.3
49316.7 81033.3
49183.3 81066.7
49066.7 81016.7
49016.7 80833.3
48983.3 80716.7
48866.7 80850
48816.7 80816.7
48766.7 80666.7
48750 80683.3
48650 80683.3
48683.3 80733.3
48700 80783.3
48633.3 80866.7
48616.7 80933.3
48583.3 81016.7
48466.7 81333.3
48466.7 81283.3
48466.7 81200
48533.3 80683.3
48533.3 80466.7
48483.3 80383.3
48416.7 80316.7
48283.3 80233.3
48366.7 80250
48916.7 80133.3
48866.7 79500
48950 79483.3
49000 79366.7
48833.3 79366.7
48800 79200
48666.7 79200
48516.7 79216.7
48666.7 78983.3
48766.7 79000
48833.3 78866.7
48716.7 78866.7
48566.7 78833.3
48666.7 78700
48616.7 78366.7
48566.7 78116.7
48650 77983.3
48550 77950
48466.7 78066.7
48466.7 78133.3
48350 78116.7
48333.3 78116.7
48350 77983.3
48483.3 77800
48516.7 77683.3
48500 77666.7
48616.7 77633.3
48700 77733.3
48666.7 77633.3
48666.7 77466.7
48400 77350
48400 77250
48233.3 76583.3
47500 76700
48150 77483.3
48166.7 77550
48416.7 77516.7
48433.3 77633.3
48383.3 77666.7
48116.7 77766.7
48100 77766.7
48100 77900
48233.3 77933.3
48133.3 78116.7
48216.7 78383.3
48450 78883.3
48366.7 78866.7
48250 79033.3
48250 79016.7
48216.7 78916.7
48016.7 78933.3
47933.3 79250
48200 79250
48366.7 79416.7
48200 79416.7
48166.7 79533.3
48100 79716.7
48016.7 79950
48150 79950
48150 80033.3
48066.7 80016.7
48100 80100
48000 80650
47650 80783.3
47683.3 80733.3
47716.7 80333.3
47666.7 80233.3
47650 80166.7
47633.3 80000
47816.7 80000
47816.7 79866.7
47800 79816.7
47716.7 79816.7
47600 79650
47500 79666.7
47433.3 79633.3
47383.3 79683.3
47333.3 79800
47283.3 79716.7
47066.7 79783.3
46900 79633.3
46816.7 79583.3
47333.3 79433.3
47450 79433.3
47466.7 79433.3
47550 79233.3
47416.7 79283.3
47283.3 79333.3
47200 79366.7
47183.3 79316.7
47033.3 79266.7
46766.7 78983.3
46633.3 79016.7
46716.7 79083.3
46716.7 79100
46566.7 79416.7
46333.3 79416.7
46216.7 79366.7
46300 79450
46450 79883.3
46516.7 80033.3
46583.3 80183.3
46633.3 80433.3
46483.3 80533.3
46350 80416.7
46433.3 80300
46400 80116.7
46366.7 79933.3
45916.7 79983.3
45633.3 80083.3
45516.7 80283.3
45600 80366.7
45766.7 80550
45783.3 80533.3
45883.3 80533.3
46033.3 80600
46133.3 80433.3
46300 80800
46383.3 80816.7
46483.3 80850
46500 80966.7
46566.7 80866.7
46566.7 80816.7
46666.7 80750
46700 80916.7
46816.7 80950
46850 81016.7
47250 81466.7
47416.7 81533.3
47666.7 81716.7
48083.3 82100
48133.3 82266.7
48250 82433.3
47433.3 82333.3
47300 82100
47100 81933.3
46700 81550
46366.7 81516.7
46366.7 81316.7
46633.3 81383.3
46583.3 81200
46450 81166.7
46400 81166.7
46433.3 81150
46466.7 81066.7
46233.3 80866.7
46166.7 80700
45983.3 80716.7
45883.3 80733.3
45250 81666.7
45166.7 81333.3
44983.3 81250
44733.3 81133.3
44600 81133.3
44533.3 81166.7
44500 81366.7
44433.3 81383.3
44300 81283.3
44200 81233.3
44300 81100
44150 81033.3
44133.3 81150
44083.3 81133.3
44033.3 81116.7
43983.3 81283.3
43933.3 81250
43883.3 81300
43950 81516.7
44066.7 81583.3
44166.7 81633.3
43733.3 81700
43566.7 81700
43600 81533.3
43550 81383.3
43433.3 81500
43350 81483.3
43300 81550
43316.7 81750
43166.7 81850
43100 82000
42950 82116.7
42883.3 82150
43000 82400
42966.7 82400
42850 82466.7
42816.7 82466.7
42716.7 82483.3
42300 82716.7
42316.7 82850
42316.7 82900
42333.3 82950
42316.7 82983.3
42316.7 83000
42333.3 83033.3
42300 83066.7
42283.3 83066.7
42100 83100
42150 82966.7
41983.3 82933.3
42033.3 82916.7
42166.7 82816.7
42133.3 82750
42033.3 82750
41800 82650
41966.7 82533.3
42050 82583.3
42100 82450
42233.3 82550
42250 82433.3
42400 82183.3
42583.3 82366.7
42583.3 82166.7
42333.3 82000
42250 81916.7
42433.3 81883.3
42550 81966.7
42566.7 81683.3
42600 81600
42750 81700
42950 81883.3
42950 81616.7
43166.7 81683.3
43283.3 81466.7
43183.3 81400
43116.7 81433.3
43033.3 81466.7
42816.7 81433.3
42716.7 81300
42666.7 81216.7
42700 81083.3
42783.3 81183.3
42983.3 81250
43283.3 81250
43250 81133.3
43333.3 81050
43466.7 81183.3
43516.7 81166.7
43566.7 80933.3
43366.7 80983.3
43333.3 80916.7
43316.7 80833.3
43383.3 80716.7
43400 80666.7
43466.7 80533.3
43450 80500
43483.3 80483.3
43433.3 80316.7
43383.3 80316.7
43350 80300
43400 80350
43283.3 80450
43233.3 80550
43200 80383.3
43133.3 80266.7
43100 80233.3
42933.3 80283.3
42850 80500
42983.3 80600
42866.7 80733.3
43133.3 80750
43033.3 80883.3
42783.3 80983.3
42650 80816.7
42633.3 80450
42833.3 80300
42783.3 80200
42800 80066.7
42950 80050
43066.7 79950
43266.7 79933.3
43250 79833.3
42966.7 79750
42900 79616.7
42866.7 79566.7
42883.3 79233.3
42900 78933.3
43083.3 79050
43100 79050
43133.3 79100
43166.7 79050
43250 79066.7
43216.7 79216.7
43200 79266.7
43166.7 79233.3
43116.7 79200
42983.3 79250
43033.3 79283.3
43166.7 79466.7
43150 79500
43100 79533.3
43200 79550
43216.7 79750
43316.7 79800
43333.3 79883.3
43516.7 79883.3
43583.3 79716.7
43533.3 79650
43433.3 79666.7
43516.7 79616.7
43550 79583.3
43583.3 79533.3
43600 79500
43633.3 79466.7
43666.7 79416.7
43700 79366.7
43733.3 79333.3
43866.7 79266.7
43783.3 79266.7
43783.3 79250
43733.3 79250
43716.7 79250
43750 79200
43866.7 79033.3
43850 79016.7
43866.7 78933.3
43900 78866.7
44016.7 78966.7
44100 79116.7
44100 78933.3
44050 78800
44016.7 78716.7
43900 78683.3
43916.7 78583.3
44100 78633.3
44133.3 78666.7
44183.3 78566.7
44300 78550
44150 78450
44066.7 78366.7
43950 78300
43966.7 78166.7
44133.3 78183.3
44250 78166.7
44300 78333.3
44383.3 78200
44433.3 78266.7
44550 78333.3
44533.3 78550
44783.3 78650
44716.7 78933.3
44650 79033.3
44600 78933.3
44666.7 78800
44533.3 78750
44450 78633.3
44350 78733.3
44233.3 79050
44350 79033.3
44416.7 79000
44433.3 79150
44316.7 79200
44300 79366.7
44250 79466.7
44266.7 79550
44250 79583.3
44116.7 79566.7
44050 79450
43966.7 79250
44000 79466.7
43933.3 79533.3
44016.7 79800
43883.3 79733.3
43783.3 79600
43866.7 79433.3
43800 79416.7
43783.3 79416.7
43750 79416.7
43700 79416.7
43716.7 79483.3
43700 79500
43700 79566.7
43716.7 79566.7
43700 79633.3
43683.3 79766.7
43650 79933.3
43783.3 79933.3
43866.7 79866.7
43866.7 80000
43916.7 80083.3
43766.7 80066.7
43633.3 80033.3
43550 80250
43700 80366.7
43683.3 80433.3
43600 80550
43616.7 80583.3
43833.3 80533.3
43900 80316.7
44066.7 80200
44166.7 80383.3
44250 80550
44316.7 80533.3
44316.7 80650
43966.7 80733.3
43833.3 80850
43733.3 80966.7
43916.7 80883.3
44050 80933.3
44183.3 80816.7
44450 80883.3
44633.3 80950
44566.7 80850
44566.7 80800
44600 80583.3
44550 80450
44500 80216.7
44416.7 80083.3
44316.7 80100
44150 79866.7
44266.7 79883.3
44283.3 79916.7
44316.7 79883.3
44350 79783.3
44383.3 79700
44450 79733.3
44516.7 79616.7
44500 79466.7
44600 79416.7
44600 79366.7
44550 79183.3
44650 79266.7
44750 79333.3
44766.7 79333.3
44850 79500
44800 79716.7
44750 79700
44750 79766.7
44750 79816.7
44716.7 79816.7
44583.3 79866.7
44683.3 79883.3
44750 79900
44766.7 79933.3
45300 79933.3
45333.3 80033.3
45316.7 80083.3
45416.7 80100
45666.7 79633.3
45383.3 79783.3
45133.3 79766.7
45016.7 79616.7
44983.3 79566.7
44916.7 79366.7
45000 79300
45033.3 79300
45050 79400
45216.7 79333.3
45333.3 79216.7
45233.3 78883.3
45066.7 78900
45050 78800
44933.3 78733.3
45033.3 78516.7
44900 78383.3
45033.3 78216.7
45066.7 78083.3
44750 78083.3
44850 77833.3
44816.7 77616.7
44650 77550
44550 77333.3
44666.7 77333.3
45150 77250
45250 77116.7
45216.7 77400
45450 77316.7
45550 77416.7
45483.3 77683.3
45366.7 77616.7
44983.3 77733.3
45050 77850
45116.7 77866.7
45233.3 77933.3
45300 78033.3
45400 78083.3
45500 78000
45500 78233.3
45616.7 78400
45550 78600
45633.3 78816.7
45600 79100
45450 79250
45516.7 79300
45533.3 79316.7
45483.3 79466.7
45616.7 79416.7
45766.7 79400
45850 79366.7
45950 79600
45983.3 79366.7
46066.7 79350
46066.7 79116.7
46083.3 78883.3
46266.7 79033.3
46333.3 78833.3
46316.7 78700
46033.3 78466.7
46250 78283.3
46216.7 78066.7
46216.7 77883.3
46133.3 77700
46166.7 77566.7
46100 77500
46016.7 77450
45900 77283.3
45816.7 77116.7
45583.3 77250
45533.3 77100
45366.7 76983.3
45466.7 76683.3
45566.7 76766.7
45616.7 76883.3
45733.3 76850
45916.7 76916.7
45850 76750
45733.3 76600
45683.3 76616.7
45600 76483.3
45516.7 76416.7
45466.7 76400
45433.3 76366.7
45516.7 76233.3
45650 76033.3
45800 75950
45633.3 75933.3
45516.7 76000
45350 76033.3
45133.3 76133.3
45216.7 76200
45333.3 76283.3
45366.7 76483.3
45300 76716.7
45016.7 76833.3
45033.3 76700
44933.3 76683.3
44766.7 76683.3
44666.7 76683.3
44650 76716.7
44733.3 76850
44650 77116.7
44633.3 77283.3
44516.7 77216.7
44466.7 77300
44433.3 77450
44516.7 77483.3
44516.7 77616.7
44433.3 77616.7
44483.3 77683.3
44533.3 77783.3
44433.3 77883.3
44383.3 77983.3
44300 77950
44300 77800
44250 77816.7
44016.7 77883.3
44033.3 77733.3
44100 77583.3
44200 77600
44300 77600
44300 77550
44216.7 77366.7
44166.7 77383.3
44083.3 77366.7
43950 77350
44000 77233.3
44016.7 77150
44050 76933.3
44200 77033.3
44233.3 77033.3
44383.3 77016.7
44466.7 76983.3
44466.7 76883.3
44333.3 76866.7
44250 76950
44216.7 76866.7
44150 76766.7
44183.3 76766.7
44200 76750
44233.3 76616.7
44366.7 76766.7
44483.3 76683.3
44366.7 76516.7
44300 76566.7
44216.7 76533.3
44233.3 76483.3
44333.3 76333.3
44333.3 76166.7
44366.7 75933.3
44433.3 75950
44683.3 75966.7
44650 76250
44650 76316.7
44683.3 76400
44883.3 76233.3
44900 76016.7
44916.7 75833.3
44633.3 75850
44583.3 75683.3
44650 75650
44716.7 75516.7
44783.3 75366.7
44850 75316.7
44900 75183.3
44950 75066.7
45000 75000
45033.3 74900
45133.3 75083.3
45300 75083.3
45450 75066.7
45583.3 75233.3
45533.3 75283.3
45450 75250
45333.3 75250
45100 75216.7
45100 75350
45016.7 75633.3
45183.3 75833.3
45250 75916.7
45300 75883.3
45333.3 75900
45350 75933.3
45366.7 75883.3
45366.7 75800
45383.3 75800
45400 75850
45516.7 75866.7
45500 75816.7
45433.3 75733.3
45416.7 75700
45333.3 75683.3
45333.3 75600
45433.3 75650
45450 75683.3
45466.7 75700
45483.3 75650
45483.3 75600
45466.7 75516.7
45550 75416.7
45583.3 75416.7
45766.7 75583.3
46083.3 75616.7
45950 75950
46083.3 76050
46233.3 76016.7
46366.7 75966.7
46533.3 76033.3
46550 75500
46416.7 75366.7
46516.7 75350
46700 75450
46733.3 75300
46866.7 75316.7
47216.7 74366.7
46933.3 74016.7
46666.7 73916.7
46316.7 73650
46216.7 73533.3
46033.3 73700
45966.7 73716.7
45850 73766.7
45766.7 73983.3
45766.7 74000
45800 74016.7
45866.7 74083.3
45900 74166.7
45950 74150
46033.3 74066.7
46033.3 74033.3
46316.7 74216.7
46133.3 74183.3
46033.3 74200
46033.3 74283.3
46116.7 74583.3
46200 74633.3
46283.3 74733.3
46366.7 74766.7
46400 74866.7
46366.7 74883.3
46383.3 75016.7
46016.7 74766.7
45783.3 75100
45716.7 75050
45616.7 75016.7
45650 74933.3
45550 74866.7
45283.3 74850
45016.7 74733.3
45300 74633.3
45516.7 74650
45616.7 74683.3
45633.3 74600
45616.7 74600
45350 74500
45133.3 74500
45133.3 74483.3
45133.3 74350
45016.7 74400
45016.7 74366.7
45083.3 74183.3
45166.7 74133.3
45250 74133.3
45233.3 74250
45266.7 74233.3
45283.3 74233.3
45466.7 74083.3
45450 74116.7
45450 74150
45450 74166.7
45466.7 74300
45633.3 74366.7
45683.3 74400
45650 74333.3
45650 74100
45500 74033.3
45500 73966.7
45483.3 73900
45533.3 73883.3
45566.7 73900
45550 73866.7
45566.7 73850
45633.3 73850
45633.3 73816.7
45616.7 73783.3
45650 73766.7
45700 73783.3
45683.3 73633.3
45616.7 73650
45600 73616.7
45583.3 73600
45566.7 73616.7
45566.7 73650
45550 73666.7
45516.7 73616.7
45500 73583.3
45483.3 73600
45450 73583.3
45450 73566.7
45483.3 73500
45500 73500
45533.3 73483.3
45500 73483.3
45466.7 73466.7
45450 73483.3
45416.7 73500
45383.3 73516.7
45366.7 73550
45400 73583.3
45416.7 73650
45416.7 73666.7
45416.7 73683.3
45433.3 73650
45450 73650
45450 73666.7
45516.7 73650
45516.7 73666.7
45533.3 73700
45533.3 73716.7
45550 73700
45600 73733.3
45616.7 73750
45550 73733.3
45450 73750
45433.3 73750
45383.3 73750
45366.7 73750
45500 73816.7
45533.3 73816.7
45483.3 73866.7
45466.7 73883.3
45450 73850
45433.3 73833.3
45400 73916.7
45400 73933.3
45433.3 73966.7
45400 74033.3
45383.3 74016.7
45366.7 73983.3
45316.7 73933.3
45316.7 74050
45283.3 74050
45133.3 74000
45183.3 73850
45200 73866.7
45316.7 73866.7
45316.7 73850
45333.3 73816.7
45233.3 73800
45100 73750
45050 73600
45250 73600
45350 73466.7
45183.3 73400
45083.3 73366.7
45133.3 73283.3
45216.7 73300
45300 73250
45316.7 73233.3
45450 73266.7
45450 73300
45533.3 73350
45550 73233.3
45533.3 73216.7
45566.7 73200
45683.3 73183.3
45533.3 73166.7
45433.3 73166.7
45400 73000
45283.3 72966.7
45116.7 72983.3
45200 72750
45383.3 72733.3
45433.3 72883.3
45500 72900
45616.7 72950
45633.3 72933.3
45650 72900
45766.7 72983.3
45783.3 73150
45883.3 73150
45850 73233.3
45883.3 73283.3
45766.7 73350
45683.3 73433.3
45533.3 73516.7
45583.3 73516.7
45600 73533.3
45666.7 73566.7
45633.3 73516.7
45650 73483.3
45716.7 73483.3
45750 73483.3
45733.3 73450
45816.7 73433.3
45850 73483.3
45950 73583.3
45966.7 73466.7
46033.3 73433.3
46166.7 73416.7
46283.3 73366.7
45966.7 73216.7
46016.7 73166.7
46033.3 73133.3
46050 73116.7
46083.3 73166.7
46183.3 73116.7
46216.7 73016.7
46250 73083.3
46583.3 73083.3
46616.7 72766.7
46683.3 72716.7
46633.3 72683.3
46616.7 72666.7
46616.7 72733.3
46550 72733.3
46533.3 72750
46516.7 72750
46483.3 72666.7
46350 72550
46316.7 72516.7
46333.3 72433.3
46366.7 72500
46466.7 72533.3
46550 72466.7
46533.3 72350
46500 72250
46433.3 72350
46300 72266.7
46166.7 72233.3
46216.7 72433.3
46183.3 72500
46216.7 72600
46283.3 72683.3
46283.3 72833.3
46250 72933.3
46066.7 72800
46066.7 72833.3
46000 72916.7
45883.3 72766.7
45833.3 72566.7
45900 72516.7
45966.7 72383.3
45933.3 72433.3
45883.3 72483.3
45633.3 72566.7
45483.3 72600
45416.7 72583.3
45350 72516.7
45216.7 72516.7
45100 72616.7
45016.7 72150
45000 72100
45016.7 72083.3
45133.3 71800
45166.7 72033.3
45283.3 72116.7
45266.7 72150
45300 72266.7
45300 72316.7
45483.3 72316.7
45666.7 72150
45783.3 72016.7
45950 71983.3
46050 71966.7
46033.3 71916.7
46166.7 71883.3
46366.7 72016.7
46416.7 71933.3
46383.3 71883.3
46216.7 71766.7
45966.7 71816.7
45900 71650
45833.3 71666.7
45800 71900
45783.3 71933.3
45583.3 72000
45466.7 71933.3
45400 72033.3
45283.3 71883.3
45366.7 71866.7
45400 71900
45450 71766.7
45200 71500
45266.7 71516.7
45416.7 71616.7
45483.3 71666.7
45616.7 71616.7
45700 71450
45766.7 71416.7
45833.3 71383.3
45900 71350
46033.3 71366.7
46083.3 71300
46133.3 71216.7
46216.7 71383.3
46250 71516.7
46366.7 71616.7
46466.7 71516.7
46366.7 71233.3
46516.7 71066.7
46566.7 70983.3
46433.3 71016.7
46216.7 71083.3
46266.7 71000
46366.7 70916.7
46300 70866.7
46200 70766.7
46116.7 70666.7
46116.7 70683.3
45966.7 70950
45533.3 71283.3
45383.3 70866.7
45466.7 70850
45583.3 70883.3
45750 70700
45850 70650
46050 70516.7
46133.3 70366.7
46200 70483.3
46400 70500
46483.3 70616.7
46750 70583.3
46683.3 70450
46733.3 70366.7
46800 70200
46483.3 70200
46683.3 70016.7
46850 69900
46950 69783.3
47100 69983.3
47116.7 70183.3
47116.7 70333.3
47200 70266.7
47316.7 70183.3
47316.7 70150
47366.7 70033.3
47333.3 69983.3
47416.7 69950
47433.3 69883.3
47450 69883.3
47500 69933.3
47566.7 70200
47633.3 70150
47650 70166.7
47683.3 70233.3
47666.7 70383.3
47566.7 70400
47483.3 70383.3
47433.3 70500
47316.7 70566.7
46966.7 70550
46933.3 70733.3
47000 70816.7
47133.3 70766.7
47116.7 70850
47050 70850
47050 70883.3
47016.7 70933.3
46966.7 70950
46966.7 71016.7
46866.7 70916.7
46833.3 70850
46883.3 70816.7
46783.3 70750
46716.7 70716.7
46650 70800
46533.3 70766.7
46600 70850
46616.7 70966.7
46766.7 70950
46683.3 71066.7
46800 71166.7
46816.7 71200
46833.3 71166.7
46850 71183.3
46883.3 71150
46900 71133.3
46883.3 71166.7
46866.7 71266.7
46883.3 71283.3
46783.3 71300
46750 71266.7
46766.7 71250
46800 71250
46816.7 71250
46783.3 71200
46750 71233.3
46733.3 71266.7
46716.7 71266.7
46650 71300
46566.7 71433.3
46700 71400
46750 71350
46800 71316.7
46783.3 71383.3
46866.7 71433.3
46850 71366.7
46850 71350
46866.7 71366.7
46983.3 71366.7
46933.3 71466.7
46883.3 71516.7
46850 71616.7
46700 71583.3
46650 71566.7
46583.3 71616.7
46616.7 71733.3
46666.7 71733.3
46683.3 71716.7
46750 71700
46883.3 71833.3
46750 71816.7
46683.3 71883.3
46566.7 71833.3
46633.3 71916.7
46616.7 71933.3
46566.7 72000
46583.3 72050
46483.3 72033.3
46550 72100
46550 72116.7
46583.3 72183.3
46666.7 72133.3
46683.3 72033.3
46700 72083.3
46750 72250
46716.7 72566.7
46800 72500
46850 72450
46866.7 72383.3
46983.3 72183.3
47250 72250
47166.7 72633.3
47450 72783.3
47683.3 73050
47850 73550
47900 73883.3
47883.3 74183.3
47916.7 74616.7
48116.7 75216.7
48116.7 75366.7
48166.7 75633.3
48666.7 74950
49000 72550
48883.3 72666.7
48700 72650
48650 72450
48833.3 72516.7
48866.7 72416.7
49066.7 72350
49000 72166.7
48900 72200
48866.7 72233.3
48733.3 71850
48666.7 71816.7
48416.7 71950
48433.3 72050
48516.7 72216.7
48566.7 72250
48600 72333.3
48483.3 72350
48333.3 72166.7
48333.3 72133.3
48266.7 72166.7
48150 72216.7
47666.7 72266.7
47950 72166.7
48100 72183.3
48250 72083.3
48433.3 71866.7
48483.3 71783.3
48383.3 71683.3
48400 71683.3
48466.7 71666.7
48550 71650
48566.7 71650
48566.7 71633.3
48583.3 71633.3
48633.3 71700
48683.3 71666.7
48583.3 71550
48666.7 71516.7
48683.3 71366.7
48550 71316.7
47983.3 71433.3
48416.7 71250
48433.3 71250
48466.7 71233.3
48450 71216.7
48433.3 71183.3
48433.3 71133.3
48533.3 71083.3
48450 71066.7
48433.3 71066.7
48433.3 71033.3
48450 70900
48350 70883.3
48333.3 70883.3
48333.3 70866.7
48300 70850
48233.3 70183.3
47850 69883.3
47766.7 69950
47733.3 69983.3
47666.7 69733.3
47766.7 69616.7
47683.3 69633.3
47616.7 69633.3
47600 69733.3
47600 69800
47516.7 69816.7
47450 69750
47333.3 69683.3
47433.3 69416.7
47550 69416.7
47700 69283.3
47800 69150
47716.7 69133.3
47666.7 69050
47483.3 69283.3
47450 69216.7
47450 69150
47433.3 69050
47433.3 69033.3
47466.7 69000
47533.3 68916.7
47400 68866.7
47383.3 68900
47200 68833.3
47333.3 68666.7
47550 68650
47600 68800
47683.3 68883.3
47866.7 68733.3
48433.3 68583.3
48366.7 68700
48283.3 68866.7
48200 69016.7
48016.7 69050
47916.7 69100
48116.7 69166.7
48033.3 69216.7
48016.7 69333.3
47916.7 69500
47766.7 69483.3
47833.3 69533.3
48100 69733.3
48150 69716.7
48233.3 69816.7
48250 69550
48350 69416.7
48566.7 69233.3
48733.3 69066.7
49300 69583.3
48950 68650
49116.7 68383.3
49183.3 68266.7
49150 68200
49216.7 68150
49316.7 67600
49416.7 67316.7
48983.3 66983.3
48866.7 67100
48933.3 67166.7
48900 67333.3
48633.3 67116.7
48666.7 67333.3
48866.7 67450
48850 67516.7
48783.3 67700
48716.7 67866.7
48666.7 67983.3
48533.3 68083.3
48600 68116.7
48583.3 68183.3
48516.7 68333.3
48483.3 68433.3
48516.7 68466.7
48433.3 68516.7
48350 68450
48433.3 68150
48533.3 67850
48583.3 67833.3
48550 67683.3
48533.3 67566.7
48300 67583.3
48466.7 67433.3
48416.7 67333.3
48350 67216.7
48250 67250
48166.7 67150
48050 67083.3
47633.3 67333.3
47500 67383.3
47683.3 67100
47816.7 66883.3
47966.7 66933.3
47966.7 66766.7
48000 66766.7
48000 66666.7
48050 66616.7
48033.3 66483.3
48066.7 66366.7
48133.3 66300
47966.7 66283.3
48100 66100
48250 65900
48166.7 65833.3
48133.3 65816.7
48100 65683.3
47916.7 66000
47850 65766.7
47733.3 65716.7
48066.7 65566.7
48050 65466.7
48000 65333.3
48033.3 65250
48183.3 64983.3
48200 64866.7
48266.7 64750
47833.3 64700
47783.3 64633.3
47733.3 64700
47700 64850
47666.7 64833.3
47500 64916.7
47783.3 64950
47700 65166.7
47816.7 65183.3
47750 65366.7
47683.3 65433.3
47600 65650
47283.3 65616.7
47116.7 65600
46966.7 65733.3
46833.3 65783.3
46816.7 65800
46733.3 65833.3
46650 65866.7
46900 65633.3
46950 65600
46983.3 65566.7
46983.3 65550
46883.3 65516.7
47033.3 65433.3
47066.7 65383.3
47200 65150
47233.3 65050
47033.3 65183.3
46900 65183.3
46733.3 64966.7
46683.3 64866.7
46633.3 64866.7
46616.7 65050
46716.7 65416.7
46583.3 65333.3
46466.7 65250
46250 65066.7
46116.7 64950
46033.3 65050
45933.3 65166.7
46000 65316.7
46050 65550
45866.7 65816.7
46033.3 65866.7
46166.7 65883.3
46083.3 66050
46550 66116.7
46516.7 66266.7
46450 66400
46366.7 66566.7
46400 66916.7
46283.3 66733.3
46266.7 66633.3
46233.3 66616.7
46133.3 66600
45966.7 66583.3
45950 66633.3
45966.7 66633.3
46016.7 66833.3
45883.3 66900
45916.7 67033.3
45966.7 67233.3
46116.7 67150
46133.3 67183.3
46533.3 67166.7
46483.3 67416.7
46400 67483.3
46466.7 67566.7
46650 67583.3
46783.3 67500
46900 67383.3
47050 67733.3
47166.7 67916.7
47366.7 68333.3
46800 67716.7
46733.3 67700
46600 67733.3
46433.3 67716.7
46250 67683.3
46300 67516.7
46150 67566.7
46066.7 67683.3
45983.3 67600
46000 67466.7
45883.3 67466.7
45583.3 67333.3
45683.3 67183.3
45716.7 67000
45683.3 66916.7
45666.7 66616.7
45633.3 66583.3
45850 66466.7
45883.3 66300
45983.3 66200
45766.7 66150
45683.3 66100
45616.7 66083.3
45383.3 66000
45266.7 66066.7
45250 66100
45300 66200
45350 66233.3
45450 66350
45183.3 66333.3
45083.3 66416.7
45133.3 66583.3
45116.7 66683.3
45133.3 66816.7
45050 66900
45216.7 67133.3
45316.7 67200
45416.7 67183.3
45283.3 67266.7
45200 67266.7
45166.7 67300
45066.7 67033.3
45000 66933.3
44883.3 66950
44766.7 66750
44650 66850
44266.7 66350
44266.7 66316.7
44050 66166.7
43966.7 66133.3
43883.3 66083.3
43850 66150
43833.3 66116.7
43750 66116.7
43733.3 65966.7
43700 65783.3
43516.7 65733.3
43450 65633.3
43516.7 65600
43566.7 65566.7
43633.3 65483.3
43600 65466.7
43633.3 65350
43700 65116.7
43833.3 65066.7
43766.7 65316.7
43800 65850
43850 65966.7
43983.3 66016.7
44083.3 66033.3
44183.3 66150
44383.3 66216.7
44333.3 66116.7
44416.7 65983.3
44533.3 66016.7
45466.7 65883.3
45533.3 65833.3
45350 65533.3
45716.7 65516.7
45800 65116.7
45600 64950
45616.7 64783.3
45750 64716.7
45950 64683.3
46083.3 64766.7
46100 64750
46100 64666.7
46300 64716.7
46366.7 64750
46466.7 64733.3
46233.3 64533.3
46216.7 64533.3
46166.7 64566.7
46000 64550
45916.7 64650
45700 64433.3
45883.3 64350
45833.3 64200
46150 64183.3
46050 64100
45733.3 63866.7
45783.3 63633.3
45833.3 63583.3
45850 63650
46116.7 63783.3
46100 63933.3
46433.3 64000
46533.3 64050
46683.3 64183.3
46700 64216.7
46950 64033.3
46800 64066.7
46666.7 64066.7
46566.7 63933.3
46433.3 63866.7
46416.7 63816.7
46400 63783.3
46533.3 63683.3
46433.3 63650
46250 63700
46250 63666.7
46216.7 63483.3
46216.7 63466.7
46366.7 63550
46450 63450
46350 63350
46416.7 63300
46300 63216.7
46283.3 63133.3
46233.3 63133.3
46250 63116.7
46350 62966.7
46366.7 62866.7
46300 62783.3
46416.7 62700
46416.7 62566.7
46233.3 62616.7
46183.3 62533.3
46166.7 62650
46200 62833.3
46183.3 62883.3
46166.7 62916.7
46016.7 62883.3
46066.7 62816.7
45966.7 62566.7
46016.7 62533.3
46016.7 62483.3
45700 62266.7
45583.3 62183.3
45866.7 61966.7
45616.7 61966.7
45383.3 61983.3
45250 62016.7
45266.7 62066.7
45400 62183.3
45400 62500
45616.7 62416.7
45616.7 62616.7
45583.3 62633.3
45566.7 62650
45466.7 62700
45550 62716.7
45666.7 62700
45750 62733.3
45650 62850
45416.7 63033.3
45566.7 63000
45733.3 63050
45716.7 63283.3
45800 63466.7
45683.3 63550
45616.7 63666.7
45550 63550
45433.3 63516.7
45433.3 63466.7
45416.7 63383.3
45366.7 63300
45250 63283.3
45133.3 63350
45083.3 63400
44966.7 63516.7
45250 63466.7
45316.7 63516.7
45416.7 63600
45466.7 63600
45400 63700
45316.7 63783.3
45383.3 63916.7
45266.7 63866.7
45183.3 63883.3
45183.3 63716.7
44883.3 63833.3
44966.7 63966.7
45066.7 63950
45216.7 64016.7
45200 64116.7
45150 64166.7
44983.3 64133.3
45066.7 64183.3
45100 64250
45083.3 64366.7
45083.3 64400
45166.7 64366.7
45183.3 64450
45300 64400
45400 64316.7
45516.7 64333.3
45416.7 64033.3
45633.3 64050
45683.3 64216.7
45733.3 64216.7
45716.7 64250
45683.3 64383.3
45416.7 64550
45466.7 64783.3
45350 64816.7
45333.3 64783.3
45333.3 64766.7
45350 64716.7
45200 64616.7
45116.7 64533.3
45066.7 64500
45066.7 64633.3
