DATASET: ca4663.tsp
4433.33 34850
4416.67 34883.3
4700 34950
4533.33 34900
4550 34850
4483.33 34983.3
4200 35350
4483.33 34933.3
4583.33 34850
4750 34800
4700 34866.7
4750 34850
4666.67 34866.7
4833.33 34983.3
5050 35033.3
4900 35066.7
4850 35100
4750 35083.3
4766.67 35433.3
4866.67 35366.7
4950 35033.3
4966.67 35216.7
4966.67 35333.3
5200 35516.7
5166.67 35300
5300 35366.7
5233.33 35450
5033.33 35583.3
5233.33 35750
4933.33 35800
5000 35733.3
5033.33 36050
5016.67 36100
5016.67 36200
5183.33 36283.3
5166.67 36250
4950 36033.3
4983.33 35900
5000 35933.3
5033.33 35900
5150 36166.7
5483.33 35883.3
5516.67 35766.7
5450 35666.7
5483.33 35633.3
5333.33 35766.7
5533.33 35716.7
5666.67 35950
5766.67 35766.7
5950 35916.7
6166.67 35883.3
6233.33 35833.3
6366.67 35550
6333.33 35550
6300 35583.3
6266.67 35600
6316.67 35750
6450 35666.7
6516.67 35650
6200 35733.3
6183.33 35750
6116.67 35616.7
6083.33 35616.7
6016.67 35616.7
6166.67 35633.3
6250 35916.7
6216.67 35983.3
6133.33 36033.3
6133.33 36100
5866.67 36283.3
5900 36450
6100 36916.7
6066.67 36966.7
6150 36866.7
5933.33 36850
6083.33 36733.3
6183.33 36483.3
6283.33 36750
6450 36750
6366.67 36783.3
6666.67 36750
6683.33 36783.3
6833.33 36600
6816.67 36633.3
6866.67 36466.7
6950 36483.3
7050 36583.3
7233.33 36433.3
7250 36500
7300 36583.3
7166.67 36483.3
7200 36466.7
7150 36450
7033.33 36500
6950 36400
7066.67 36300
7016.67 36366.7
7083.33 36383.3
7166.67 36383.3
7166.67 36366.7
7133.33 36383.3
7100 36433.3
7283.33 36350
7100 36283.3
7200 36300
7150 36300
7100 36216.7
7133.33 36183.3
7216.67 36133.3
6883.33 36316.7
6833.33 36250
6750 36316.7
6733.33 36200
6683.33 36300
6666.67 36150
6500 36283.3
6533.33 36133.3
6716.67 36150
6800 36200
6866.67 36033.3
6566.67 35850
6733.33 35800
6716.67 35950
6816.67 35950
6850 35650
6966.67 35666.7
7183.33 35650
7266.67 35600
7466.67 35516.7
7433.33 35500
7383.33 35500
7366.67 35500
7333.33 35516.7
7366.67 35333.3
7383.33 35316.7
7583.33 35233.3
7533.33 35066.7
7483.33 35066.7
7533.33 35200
7683.33 35233.3
7800 35250
7783.33 35183.3
7800 35100
7900 34883.3
8233.33 35000
8166.67 34983.3
8333.33 35200
8583.33 35283.3
8600 35283.3
8583.33 35300
8416.67 35716.7
8483.33 35733.3
8500 35766.7
8500 35733.3
8383.33 35700
8383.33 35750
8733.33 35283.3
8700 35816.7
8766.67 35683.3
8800 35816.7
8900 35850
8916.67 35950
8950 36083.3
9000 36083.3
9083.33 35966.7
9033.33 36016.7
8983.33 36116.7
8816.67 36116.7
8916.67 35983.3
8883.33 36050
8833.33 36050
8783.33 36116.7
8866.67 36116.7
8933.33 36133.3
8883.33 36116.7
8933.33 36250
8733.33 36233.3
8683.33 36300
8666.67 36416.7
8550 36500
8483.33 36700
8466.67 36700
8433.33 36683.3
8600 36733.3
8683.33 36716.7
8566.67 36433.3
8483.33 36533.3
8500 36700
8350 36666.7
8283.33 36666.7
8200 36266.7
8283.33 36333.3
8233.33 36166.7
8316.67 36133.3
8350 36150
8333.33 36183.3
8383.33 36083.3
8383.33 36100
8316.67 36116.7
8300 36166.7
8516.67 35933.3
8633.33 35950
8733.33 35850
8783.33 35833.3
8866.67 35966.7
8800 36133.3
8333.33 35800
8400 35800
8416.67 35700
8400 35750
8466.67 35333.3
8566.67 35333.3
8650 35150
8450 35033.3
8566.67 34950
8583.33 34883.3
8433.33 34916.7
8566.67 34850
8600 34850
8816.67 34916.7
8850 34833.3
8716.67 34683.3
8616.67 34666.7
8516.67 34733.3
8616.67 34416.7
8866.67 34366.7
8800 34183.3
8666.67 34150
8783.33 34166.7
8850 34166.7
8833.33 34050
8800 34100
8800 34133.3
8833.33 34116.7
8850 34016.7
8833.33 33966.7
8700 34050
8716.67 34066.7
8683.33 34150
8650 34066.7
8483.33 33983.3
8316.67 33666.7
8100 33650
8133.33 33733.3
7983.33 34216.7
7683.33 34116.7
7416.67 34583.3
7566.67 34666.7
7650 34733.3
7516.67 34666.7
7216.67 34716.7
7066.67 34833.3
7083.33 35033.3
6850 35083.3
6866.67 34933.3
6983.33 35250
7250 35066.7
7483.33 35116.7
7600 35050
7500 34950
7650 34916.7
7716.67 34950
7800 35066.7
7733.33 34950
7766.67 35000
7750 34800
7366.67 34883.3
7416.67 34983.3
7216.67 35050
7100 34833.3
7200 34783.3
7250 34666.7
7200 34600
7033.33 34500
7300 34483.3
7450 34550
7516.67 34500
7450 34466.7
7483.33 34016.7
7466.67 33750
7300 33866.7
7333.33 34016.7
7400 34250
7300 34066.7
7116.67 34016.7
6950 33516.7
6833.33 33383.3
6983.33 33316.7
7100 33383.3
6800 33216.7
6816.67 33083.3
6666.67 32900
6650 32766.7
6683.33 33150
6666.67 33416.7
6816.67 33283.3
6733.33 32800
6516.67 33066.7
6416.67 33583.3
6366.67 33666.7
6500 33750
6166.67 33900
6183.33 33900
6283.33 33850
6366.67 33783.3
6716.67 33850
6633.33 34150
6600 34100
6883.33 34466.7
6750 34383.3
6933.33 34316.7
6833.33 34050
6300 34116.7
6366.67 34100
6400 33933.3
6383.33 34133.3
6216.67 34250
6316.67 34416.7
6316.67 34583.3
6050 34683.3
5933.33 34350
5850 34366.7
5883.33 34183.3
5933.33 34166.7
6033.33 34316.7
6200 34100
6400 34583.3
6300 34500
6200 34650
6766.67 34383.3
6516.67 34466.7
6416.67 35016.7
6383.33 35100
6350 35216.7
6266.67 35100
6316.67 35083.3
6250 35066.7
6266.67 35200
6283.33 35216.7
6300 35150
6250 35250
5766.67 35050
5800 34866.7
5833.33 34700
5716.67 34550
5750 34500
5566.67 34583.3
5700 34483.3
5750 34666.7
5650 34700
5683.33 34716.7
5633.33 34800
5716.67 34983.3
5683.33 35033.3
5733.33 35116.7
5583.33 35166.7
5416.67 35183.3
5366.67 35016.7
5416.67 34900
5383.33 34766.7
5333.33 34783.3
5200 34783.3
5233.33 35016.7
5216.67 35033.3
5166.67 35216.7
4933.33 35333.3
5183.33 35233.3
5116.67 35216.7
5100 35183.3
5100 34966.7
5150 34850
5166.67 34883.3
5150 34883.3
5000 34733.3
5083.33 34800
5033.33 34816.7
5133.33 34766.7
5066.67 34416.7
4833.33 34216.7
4933.33 34416.7
4966.67 34533.3
4950 34683.3
5066.67 34666.7
5150 34583.3
5233.33 34450
5333.33 34550
5316.67 34400
5133.33 34166.7
5183.33 34116.7
5200 34150
5150 34033.3
4966.67 33916.7
4916.67 34033.3
5000 34016.7
4766.67 34083.3
4666.67 34033.3
4666.67 33916.7
4283.33 33883.3
4250 33900
3933.33 33983.3
3733.33 33933.3
3683.33 33916.7
3700 33933.3
3650 33950
3550 34100
3350 33900
3450 33833.3
3566.67 33950
3600 33983.3
3616.67 33933.3
3616.67 33833.3
3616.67 33866.7
3750 33683.3
3650 33666.7
3683.33 33650
3833.33 33700
3866.67 33966.7
3750 33883.3
3733.33 33833.3
3700 33900
3683.33 33900
3700 33750
3766.67 33683.3
3916.67 33800
3916.67 33716.7
3683.33 33666.7
3600 33733.3
3600 33750
3450 33666.7
3283.33 33666.7
3216.67 33583.3
3233.33 33516.7
3366.67 33383.3
3416.67 33516.7
3350 33533.3
3366.67 33533.3
3316.67 33516.7
3266.67 33333.3
3600 33533.3
3683.33 33566.7
3733.33 33483.3
3716.67 33483.3
3633.33 33500
3516.67 33516.7
3550 33600
3566.67 33616.7
3700 33616.7
3600 33466.7
3550 33400
3550 33300
3666.67 33433.3
3700 33400
3800 33350
3850 33233.3
3766.67 33183.3
3866.67 33316.7
3833.33 33283.3
3816.67 33333.3
3733.33 33316.7
3783.33 33283.3
3750 33133.3
3766.67 33133.3
3883.33 33200
3816.67 33083.3
3783.33 33066.7
3766.67 33066.7
3850 33100
3866.67 33116.7
3916.67 33050
3966.67 33133.3
3883.33 33050
4033.33 33016.7
3883.33 33033.3
3866.67 33200
4033.33 33350
4050 33066.7
4066.67 33100
4166.67 33016.7
4200 33083.3
4150 33183.3
3966.67 33083.3
4033.33 33116.7
4133.33 33366.7
4216.67 33450
4216.67 33483.3
4000 33700
3933.33 33633.3
3900 33633.3
3800 33533.3
3750 33850
3666.67 33933.3
3666.67 33966.7
3633.33 33950
3650 33966.7
3633.33 34066.7
3450 34100
3400 34066.7
3300 34316.7
3400 34100
3450 33950
3366.67 33950
3466.67 33916.7
3216.67 33900
3150 33950
3350 34000
3266.67 33850
3183.33 33783.3
3166.67 33766.7
3100 33883.3
3033.33 33716.7
2950 33750
2916.67 33850
2916.67 33966.7
3000 33933.3
2900 33933.3
2966.67 34183.3
3016.67 34150
3000 34083.3
3100 34100
3283.33 34683.3
3400 34516.7
3383.33 34466.7
3200 34100
3083.33 34150
2866.67 33883.3
2883.33 33866.7
2866.67 33700
2883.33 33516.7
2900 33500
2950 33650
2950 33566.7
2950 33600
2983.33 33516.7
2833.33 33233.3
3066.67 33116.7
2983.33 33100
2983.33 33183.3
2950 33150
2716.67 33016.7
2700 32983.3
2833.33 32933.3
2900 32783.3
2916.67 32850
2833.33 32816.7
2850 32983.3
2800 33050
2833.33 33133.3
2966.67 33316.7
3033.33 33250
2966.67 33333.3
2800 33450
2800 33416.7
2633.33 33516.7
2500 33566.7
2533.33 33483.3
2500 33466.7
2516.67 33500
2450 33533.3
2400 33550
2383.33 33550
2150 33516.7
2166.67 33350
1983.33 33383.3
2100 33416.7
2066.67 33333.3
1900 33350
1883.33 33383.3
1850 33416.7
1800 33416.7
1833.33 33333.3
1916.67 33350
2033.33 33316.7
2033.33 33400
2033.33 33433.3
2150 33450
2333.33 33683.3
2416.67 33733.3
2400 33750
2350 33816.7
2500 33900
2600 33883.3
2633.33 33933.3
2633.33 33983.3
2383.33 34083.3
2450 33800
2283.33 33883.3
2300 33816.7
2250 34100
1950 34200
1816.67 34116.7
1916.67 34050
1900 34016.7
1950 33933.3
1900 33950
2000 33916.7
2083.33 33883.3
2050 33866.7
2000 34100
1850 34000
1766.67 34083.3
1633.33 34350
1550 34466.7
1533.33 34483.3
1383.33 34416.7
1350 34466.7
1583.33 34416.7
1416.67 34250
1383.33 34266.7
1316.67 34283.3
1433.33 34266.7
1400 34133.3
1350 34133.3
1316.67 34216.7
1150 34283.3
1183.33 34333.3
1333.33 34333.3
1350 34366.7
1383.33 34466.7
1300 34433.3
1283.33 34500
1233.33 34433.3
1316.67 34583.3
1500 34550
1483.33 34550
1400 34650
1400 34733.3
1400 34566.7
1350 34450
1266.67 34200
1200 34250
1266.67 34150
1300 34016.7
1450 34200
1366.67 34166.7
1350 33966.7
1716.67 33966.7
1866.67 34033.3
1933.33 34000
1900 34000
2000 33950
1866.67 33933.3
1850 33950
1950 33850
2200 33866.7
2250 33866.7
2300 33750
2300 33783.3
2300 33883.3
2266.67 33900
2350 33866.7
2450 33900
2700 34083.3
2583.33 34183.3
2600 34250
2266.67 34916.7
2500 35600
2283.33 35700
2133.33 35716.7
2166.67 35833.3
1950 35700
1983.33 35583.3
2050 35616.7
2066.67 35533.3
1900 35550
1850 34700
1833.33 34416.7
2000 34333.3
2000 34400
2116.67 34650
2066.67 34616.7
1950 34650
2250 34883.3
2266.67 34850
2316.67 34966.7
2250 35033.3
2400 35500
2583.33 35466.7
2533.33 35566.7
2150 35700
2300 35833.3
2233.33 35850
2400 36400
2500 35883.3
2550 36083.3
2733.33 36266.7
2550 36766.7
2783.33 37033.3
2983.33 36966.7
2866.67 37133.3
3183.33 37250
3250 37316.7
3333.33 37366.7
3333.33 37266.7
3350 37333.3
3316.67 37400
3266.67 37400
3333.33 37516.7
3283.33 37566.7
3250 37533.3
3016.67 37566.7
3083.33 37600
3200 37600
3283.33 37583.3
3033.33 37583.3
2916.67 37433.3
3283.33 37150
3183.33 37100
3200 37150
3266.67 37216.7
3250 37233.3
3283.33 37383.3
3300 37400
3316.67 37433.3
3550 37333.3
3316.67 37250
3283.33 36983.3
3483.33 36866.7
3650 36900
3366.67 36850
3366.67 36900
3250 36966.7
3150 36850
3050 37000
3016.67 36750
2983.33 36700
2733.33 36683.3
3350 36766.7
3333.33 36650
3333.33 36683.3
3366.67 36666.7
3350 36683.3
3333.33 36800
3350 36700
3366.67 36700
3366.67 36683.3
3316.67 36633.3
3316.67 36650
3316.67 36566.7
3300 36450
3766.67 36416.7
3866.67 36600
3866.67 36433.3
3516.67 36766.7
3483.33 36800
3516.67 36883.3
3566.67 36950
3333.33 37150
3200 37233.3
3233.33 37183.3
3183.33 37066.7
3250 37116.7
3300 37200
3566.67 37366.7
3600 37700
3633.33 37666.7
3683.33 37700
3566.67 37716.7
3650 37750
3633.33 37750
3400 37533.3
3283.33 37516.7
3300 37483.3
3266.67 37500
3300 37466.7
3433.33 37400
3383.33 37550
3283.33 37533.3
3250 37516.7
3250 37483.3
3333.33 37450
3300 37450
3300 37416.7
3283.33 37350
3500 37433.3
3650 37433.3
3716.67 37433.3
3583.33 37333.3
3916.67 37483.3
3700 37666.7
3966.67 37733.3
3933.33 37700
3783.33 37733.3
3716.67 37800
3683.33 37716.7
3650 37650
3683.33 37766.7
3783.33 37616.7
3766.67 37716.7
3766.67 37650
3733.33 37750
4083.33 38033.3
4133.33 37950
4183.33 38000
4250 37850
4233.33 37833.3
4300 37900
4333.33 37866.7
4366.67 37866.7
4333.33 37850
4500 37900
4550 37866.7
4550 37683.3
4583.33 37750
4383.33 37633.3
4350 37550
4350 37516.7
4450 37233.3
4233.33 37516.7
4216.67 37550
4066.67 37533.3
4033.33 37800
4066.67 37733.3
4150 37816.7
4150 37850
4200 37933.3
4316.67 37850
4366.67 37833.3
4633.33 37766.7
4700 38033.3
4650 38083.3
4716.67 38183.3
4733.33 38116.7
4683.33 38066.7
4750 38166.7
4833.33 38033.3
4750 38033.3
4566.67 37983.3
4466.67 37916.7
4300 38033.3
4366.67 38050
4466.67 38016.7
4466.67 38066.7
4266.67 38050
4516.67 38200
4516.67 38233.3
4533.33 38233.3
4483.33 38233.3
4533.33 38216.7
4550 38216.7
4633.33 38083.3
4650 38050
4600 38066.7
4550 38200
4666.67 38266.7
4633.33 38250
4666.67 38283.3
4683.33 38366.7
4700 38416.7
4666.67 38366.7
4700 38383.3
4650 38383.3
4666.67 38416.7
4716.67 38400
4750 38450
4766.67 38416.7
4766.67 38366.7
4800 38316.7
4883.33 38283.3
4850 38283.3
4816.67 38350
4833.33 38316.7
4900 38400
4866.67 38433.3
4850 38366.7
4800 38416.7
4883.33 38433.3
4916.67 38433.3
4900 38433.3
4883.33 38450
4900 38450
4900 38366.7
4916.67 38483.3
4850 38533.3
4866.67 38450
4900 38333.3
4816.67 38300
4833.33 38333.3
4850 38316.7
4800 38333.3
4700 38216.7
4800 38266.7
4800 38250
4800 38216.7
4816.67 38233.3
4850 38350
4850 38333.3
4800 38183.3
4816.67 38200
4750 38183.3
4783.33 38283.3
4833.33 38250
4833.33 38266.7
4833.33 38283.3
4850 38300
4833.33 38300
4883.33 38366.7
4933.33 38383.3
5033.33 38416.7
5033.33 38433.3
5033.33 38400
5000 38333.3
4983.33 38383.3
4950 38416.7
4916.67 38450
4900 38466.7
5000 38433.3
5066.67 38450
5133.33 38400
5150 38366.7
5083.33 38366.7
5033.33 38283.3
5133.33 38416.7
5016.67 38333.3
4966.67 38316.7
5016.67 38266.7
4966.67 38266.7
4916.67 38316.7
4900 38250
5016.67 38383.3
5050 38333.3
4983.33 38350
4983.33 38366.7
5050 38400
5066.67 38366.7
5083.33 38433.3
5066.67 38383.3
5050 38466.7
5016.67 38483.3
4966.67 38483.3
4933.33 38466.7
4966.67 38416.7
4983.33 38483.3
5050 38500
5100 38516.7
5050 38533.3
5016.67 38350
5066.67 38300
5150 38316.7
5250 38350
5183.33 38400
5150 38483.3
5300 38466.7
5200 38533.3
5100 38500
5083.33 38533.3
5116.67 38500
4850 38683.3
4866.67 38700
4866.67 38800
4850 38766.7
4816.67 38750
4783.33 38783.3
4766.67 38633.3
4516.67 38900
4533.33 38933.3
4600 38866.7
4750 38766.7
4800 38783.3
4833.33 38816.7
4800 38750
4800 38500
4816.67 38533.3
4833.33 38516.7
4866.67 38533.3
4900 38566.7
4883.33 38483.3
4866.67 38466.7
4866.67 38500
4833.33 38566.7
4866.67 38583.3
4883.33 38650
4933.33 38666.7
4850 38516.7
4850 38500
4750 38633.3
4716.67 38600
4766.67 38483.3
4750 38400
4733.33 38350
4800 38366.7
4816.67 38400
4850 38416.7
4883.33 38466.7
4816.67 38416.7
4833.33 38383.3
4816.67 38433.3
4783.33 38416.7
4833.33 38466.7
4850 38466.7
4933.33 38500
4916.67 38500
5016.67 38616.7
4966.67 38533.3
5100 38433.3
5116.67 38383.3
5100 38400
5116.67 38400
5166.67 38416.7
5283.33 38316.7
5416.67 38250
5350 38233.3
5333.33 38216.7
5250 38116.7
5216.67 38116.7
5350 38000
5433.33 37966.7
5366.67 38033.3
5500 38183.3
5583.33 38100
5483.33 38016.7
5433.33 38016.7
5416.67 38033.3
5433.33 38066.7
5416.67 38200
5333.33 38200
5500 38333.3
5666.67 38366.7
5700 38400
5716.67 38333.3
5766.67 38416.7
5800 38350
5816.67 38400
5866.67 38216.7
5733.33 38266.7
5750 38266.7
5733.33 38166.7
5750 38216.7
5700 38300
5483.33 38283.3
5466.67 38250
5450 38266.7
5466.67 38333.3
5300 38316.7
5316.67 38133.3
5333.33 38116.7
5333.33 38150
5383.33 38183.3
5450 38166.7
5383.33 38166.7
5383.33 38233.3
5316.67 38333.3
5216.67 38333.3
5116.67 38250
5083.33 38216.7
4983.33 38300
4983.33 38400
4933.33 38450
4983.33 38433.3
4883.33 38333.3
4783.33 38333.3
4800 38283.3
4783.33 38350
4700 38283.3
4566.67 38300
4566.67 38283.3
4616.67 38283.3
4616.67 38300
4650 38333.3
4650 38316.7
4583.33 38200
4616.67 38233.3
4633.33 38233.3
4633.33 38383.3
4583.33 38350
4566.67 38333.3
4516.67 38400
4533.33 38400
4600 38350
4600 38383.3
4583.33 38383.3
4566.67 38400
4550 38350
4500 38383.3
4516.67 38416.7
4416.67 38450
4500 38500
4533.33 38416.7
4550 38616.7
4583.33 38466.7
4633.33 38483.3
4616.67 38483.3
4650 38516.7
4700 38450
4716.67 38450
4733.33 38400
4800 38433.3
4716.67 38416.7
4733.33 38466.7
4666.67 38383.3
4716.67 38383.3
4816.67 38333.3
4816.67 38366.7
4783.33 38366.7
4750 38466.7
4733.33 38450
4650 38466.7
4600 38433.3
4633.33 38433.3
4550 38416.7
4600 38333.3
4633.33 38300
4583.33 38316.7
4583.33 38250
4566.67 38250
4433.33 38300
4516.67 38350
4516.67 38383.3
4466.67 38183.3
4516.67 38216.7
4566.67 38200
4600 38266.7
4683.33 38166.7
4633.33 38166.7
4666.67 38166.7
4700 38083.3
4733.33 38100
4766.67 38133.3
4766.67 38166.7
4800 38200
4766.67 38183.3
4850 38200
4816.67 38283.3
4866.67 38216.7
4883.33 38233.3
4916.67 38166.7
4900 38100
4883.33 38050
4933.33 38050
4966.67 37900
4900 38050
4950 38083.3
4950 38150
4900 38150
4983.33 38116.7
4950 38066.7
5066.67 38133.3
4950 38116.7
4950 38133.3
5033.33 38116.7
5233.33 38116.7
5133.33 38283.3
5083.33 38200
5166.67 38133.3
5183.33 38133.3
5383.33 38000
5500 38000
5566.67 37933.3
5633.33 37883.3
5650 37833.3
5616.67 37850
5666.67 37916.7
5683.33 37883.3
5700 37866.7
5733.33 37800
5766.67 37800
5766.67 37750
5850 37683.3
5833.33 37783.3
5833.33 37666.7
5916.67 37733.3
5933.33 37883.3
6016.67 38033.3
5916.67 37850
5833.33 37866.7
5900 37783.3
5916.67 37816.7
5850 38016.7
6183.33 37983.3
6100 37916.7
6033.33 37716.7
6050 37716.7
6050 37633.3
6016.67 37633.3
5950 37766.7
5866.67 37850
5866.67 38100
5850 38133.3
5783.33 38283.3
5916.67 38233.3
6133.33 38316.7
6166.67 38583.3
5983.33 38433.3
5933.33 38416.7
5966.67 38433.3
5816.67 38600
5850 38566.7
5866.67 38483.3
5666.67 38600
5533.33 38300
5483.33 38383.3
5500 38350
5533.33 38400
5433.33 38516.7
5416.67 38533.3
5316.67 38550
5300 38566.7
5266.67 38583.3
5216.67 38583.3
5200 38583.3
5283.33 38600
5300 38550
5266.67 38700
5300 38783.3
5250 38666.7
5216.67 38683.3
5166.67 38566.7
5050 38616.7
5033.33 38500
4983.33 38466.7
5050 38483.3
5033.33 38550
5066.67 38633.3
5200 38600
5133.33 38766.7
5066.67 38783.3
5050 38766.7
5050 38700
4950 38716.7
5116.67 38700
5133.33 38716.7
5150 38766.7
5133.33 38966.7
5016.67 38800
4966.67 38783.3
4983.33 38766.7
4950 38633.3
4983.33 38750
5016.67 38766.7
4933.33 38900
4950 38916.7
4916.67 38983.3
4900 38933.3
4833.33 38800
4866.67 38833.3
5033.33 38883.3
4950 38883.3
5066.67 38916.7
5083.33 38850
5100 38850
5100 38800
5116.67 38816.7
5133.33 38816.7
5116.67 38716.7
5133.33 38733.3
5083.33 38700
5000 38666.7
5066.67 38683.3
5083.33 38716.7
5083.33 38650
5100 38666.7
5116.67 38666.7
5100 38633.3
5083.33 38550
5183.33 38583.3
5233.33 38766.7
5200 38750
5200 38800
5166.67 38783.3
5200 38833.3
5150 38900
5216.67 38883.3
5150 38983.3
5116.67 39066.7
5066.67 39116.7
5116.67 39100
5216.67 39083.3
5200 39016.7
5216.67 39016.7
5200 39083.3
5166.67 39100
5216.67 38983.3
5200 39033.3
5216.67 39033.3
5300 39066.7
5283.33 39066.7
5250 39066.7
5083.33 39633.3
5166.67 39716.7
5150 39750
5116.67 39766.7
5100 39733.3
5050 39716.7
5033.33 39683.3
5050 39700
5066.67 39733.3
5066.67 39650
5116.67 39700
5150 39716.7
5100 39766.7
5100 39750
5083.33 39750
5050 39750
5033.33 39766.7
5066.67 39783.3
5000 39816.7
5016.67 39800
5050 39783.3
5016.67 39766.7
5000 39750
5016.67 39750
5033.33 39750
5016.67 39733.3
4983.33 39716.7
4983.33 39700
5033.33 39783.3
5066.67 39816.7
4983.33 39800
4983.33 39766.7
4966.67 39800
5000 39833.3
4950 39750
5016.67 39783.3
5000 39783.3
5000 39766.7
4983.33 39783.3
4983.33 39866.7
4950 39866.7
4933.33 39750
4966.67 39783.3
4966.67 39766.7
5000 39733.3
5000 39700
4966.67 39716.7
4950 39733.3
4950 39766.7
4933.33 39783.3
4933.33 39766.7
4966.67 39733.3
4966.67 39750
4916.67 39683.3
4950 39666.7
5066.67 39700
5050 39650
5050 39683.3
5116.67 39733.3
5133.33 39716.7
5133.33 39666.7
5116.67 39750
5033.33 39733.3
5083.33 39766.7
5066.67 39750
5100 39716.7
5066.67 39716.7
5083.33 39716.7
5066.67 39766.7
5100 39783.3
5100 39816.7
5100 39833.3
5133.33 39800
5250 39816.7
5233.33 39783.3
5183.33 39816.7
5150 39766.7
5166.67 39800
5200 39800
5216.67 39833.3
5216.67 39800
5233.33 39766.7
5216.67 39733.3
5216.67 39716.7
5250 39700
5200 39816.7
5283.33 39783.3
5283.33 39800
5300 39800
5333.33 39783.3
5316.67 39783.3
5366.67 39766.7
5316.67 39750
5300 39666.7
5350 39750
5383.33 39716.7
5366.67 39750
5366.67 39700
5366.67 39733.3
5316.67 39700
5266.67 39700
5233.33 39733.3
5266.67 39716.7
5250 39716.7
5316.67 39733.3
5283.33 39733.3
5283.33 39750
5300 39683.3
5333.33 39766.7
5266.67 39783.3
5266.67 39816.7
5233.33 39816.7
5200 39766.7
5216.67 39816.7
5200 39833.3
5183.33 39833.3
5133.33 39816.7
5133.33 39783.3
5166.67 39766.7
5183.33 39766.7
5200 39700
5200 39733.3
5200 39716.7
5216.67 39766.7
5250 39766.7
5350 39800
5366.67 39783.3
5350 39766.7
5333.33 39666.7
5333.33 39650
5283.33 39666.7
5350 39683.3
5350 39666.7
5383.33 39666.7
5400 39633.3
5466.67 39650
5416.67 39683.3
5416.67 39700
5416.67 39666.7
5383.33 39683.3
5433.33 39733.3
5450 39716.7
5433.33 39750
5416.67 39733.3
5383.33 39733.3
5400 39733.3
5400 39750
5433.33 39716.7
5433.33 39650
5433.33 39666.7
5400 39716.7
5433.33 39700
5416.67 39633.3
5350 39650
5366.67 39650
5400 39666.7
5366.67 39683.3
5433.33 39766.7
5316.67 39683.3
5350 39700
5450 39650
5400 39700
5416.67 39766.7
5400 39766.7
5466.67 39733.3
5416.67 39783.3
5316.67 39800
5383.33 39783.3
5350 39783.3
5383.33 39766.7
5366.67 39716.7
5266.67 39766.7
5183.33 39800
5150 39833.3
5166.67 39816.7
5116.67 39816.7
5066.67 39966.7
5083.33 39816.7
5116.67 39800
5066.67 39800
5116.67 39716.7
5133.33 39766.7
5166.67 39783.3
5150 39816.7
4983.33 39833.3
4966.67 39816.7
4950 39783.3
4933.33 39683.3
4916.67 39716.7
4933.33 39716.7
4900 39733.3
4900 39716.7
4983.33 39683.3
4933.33 39733.3
4950 39683.3
4966.67 39666.7
4966.67 39683.3
5000 39666.7
5050 39733.3
5083.33 39733.3
5033.33 39700
4983.33 39666.7
5016.67 39700
4950 39716.7
4916.67 39750
4916.67 39733.3
5000 39716.7
5033.33 39716.7
5016.67 39716.7
5100 39700
5083.33 39700
5133.33 39650
5116.67 39633.3
5133.33 39733.3
5083.33 39783.3
5116.67 39783.3
5083.33 39800
5150 39800
5100 39800
5050 39816.7
5033.33 39816.7
4983.33 39850
4966.67 39833.3
4983.33 39816.7
5016.67 39833.3
5000 39800
5033.33 39800
4983.33 39750
5016.67 39816.7
4983.33 39733.3
5050 39766.7
5150 39733.3
5200 39750
5233.33 39800
5250 39833.3
5216.67 39783.3
5250 39733.3
5216.67 39683.3
5183.33 39650
5166.67 39750
5133.33 39700
5133.33 39683.3
END
DATASET: dj38.tsp
11822.8 42673.6
11690.6 42686.7
11522.2 42841.9
11423.9 43000.3
11595 43148.1
11583.3 43150
11461.1 43252.8
11485.6 43187.2
11600 43150
11569.4 43136.7
11416.7 42983.3
11310.3 42929.4
11503.1 42855.3
11133.3 42885.8
11183.3 42933.3
11297.5 42853.3
11155.8 42712.5
11108.6 42373.9
11003.6 42102.5
11438.3 42057.2
11715.8 41836.1
11511.4 42106.4
12058.3 42195.6
12149.4 42477.5
12300 42433.3
12372.8 42711.4
12645 42973.3
12421.7 42895.6
12386.7 43334.7
12363.3 43189.2
12355.8 43156.4
12286.9 43355.6
11963.1 43290.6
11973.1 43026.1
11751.1 42814.4
11785.3 42884.4
11846.9 42660.6
11770.3 42651.9
11822.8 42673.6
END
DATASET: qa194.tsp
24748.3 50840
24904.4 51175
24758.9 51211.9
24827.2 51394.7
25173.9 51269.4
25235.6 51330
25162.2 51220.8
25121.9 51218.3
25234.2 51203.1
25339.2 51173.3
25404.7 51073.1
25451.4 50925
25495 50846.7
25567.5 50958.9
25717.5 51057.8
25716.7 51050
25723.1 51004.2
25751.9 50920.8
25775.8 51023.1
25765.3 51019.7
25808.3 51060.6
25826.7 51043.9
25866.7 51066.7
25850 51033.3
25900 51000
25856.7 51083.3
25883.1 51185.3
25880.8 51221.4
25867.8 51205.6
25666.9 51174.4
25609.4 51092.2
25823.6 51152.5
25816.7 51133.3
25833.3 51072.2
25950 51066.7
25957.8 51075.3
25958.3 51099.4
26048.9 51056.9
26008.6 51083.6
26083.6 51147.2
26033.3 51166.7
26077.2 51222.2
26033.6 51200.3
26033.6 51163.9
26050.6 51135.8
26033.3 51116.7
26074.7 51083.6
26150.3 51108.1
26123.6 51169.2
26099.7 51161.1
26076.7 51166.9
